,path_img,img_no,branch,Path_folder_web,camera_angle,gender,category,work_by,status,clip_from,split,path_img_28,path_img_28_train,img_28_train
158262,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_19_400_501_yes/405.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_19_400_501_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_19_400_501_yes/405.jpg,/media/SSD/BearHouse-Person-Data/train/2218_405.jpg,2218_405.jpg
158332,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_937_966//yes/person_3_100_201_yes/100.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_937_966//yes/person_3_100_201_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_937_966//yes/person_3_100_201_yes/100.jpg,/media/SSD/BearHouse-Person-Data/train/2219_100.jpg,2219_100.jpg
158432,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_24_1300_1401_yes/1369.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_24_1300_1401_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_312_457//yes/person_24_1300_1401_yes/1369.jpg,/media/SSD/BearHouse-Person-Data/train/2220_1369.jpg,2220_1369.jpg
158464,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_907_942//yes/person_8_0_101_yes/0.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_907_942//yes/person_8_0_101_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_907_942//yes/person_8_0_101_yes/0.jpg,/media/SSD/BearHouse-Person-Data/train/2221_0.jpg,2221_0.jpg
158564,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_817_840//yes/person_4_200_301_yes/200.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_817_840//yes/person_4_200_301_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_817_840//yes/person_4_200_301_yes/200.jpg,/media/SSD/BearHouse-Person-Data/train/2222_200.jpg,2222_200.jpg
158600,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_676_697//yes/person_1_200_301_yes/200.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_676_697//yes/person_1_200_301_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_676_697//yes/person_1_200_301_yes/200.jpg,/media/SSD/BearHouse-Person-Data/train/2223_200.jpg,2223_200.jpg
158700,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_724_749//yes/person_25_200_301_yes/227.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_724_749//yes/person_25_200_301_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_724_749//yes/person_25_200_301_yes/227.jpg,/media/SSD/BearHouse-Person-Data/train/2224_227.jpg,2224_227.jpg
158774,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_130_160//yes/person_0_400_501_yes/400.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_130_160//yes/person_0_400_501_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_130_160//yes/person_0_400_501_yes/400.jpg,/media/SSD/BearHouse-Person-Data/train/2225_400.jpg,2225_400.jpg
158832,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_35_200_301_yes/244.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_35_200_301_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_77_104//yes/person_35_200_301_yes/244.jpg,/media/SSD/BearHouse-Person-Data/train/2226_244.jpg,2226_244.jpg
158889,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_1746_1775//yes/person_20_400_501_yes/466.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_1746_1775//yes/person_20_400_501_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_1746_1775//yes/person_20_400_501_yes/466.jpg,/media/SSD/BearHouse-Person-Data/train/2227_466.jpg,2227_466.jpg
158924,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1635_1651//yes/person_4_200_301_yes/207.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1635_1651//yes/person_4_200_301_yes/,Complax,Women,Student,,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1635_1651//yes/person_4_200_301_yes/207.jpg,/media/SSD/BearHouse-Person-Data/train/2228_207.jpg,2228_207.jpg
159017,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_1534_1564//yes/person_0_200_301_yes/200.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_1534_1564//yes/person_0_200_301_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_1534_1564//yes/person_0_200_301_yes/200.jpg,/media/SSD/BearHouse-Person-Data/train/2229_200.jpg,2229_200.jpg
159117,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080_305_454//yes/person_0_2600_2701_yes/2600.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080_305_454//yes/person_0_2600_2701_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080_305_454//yes/person_0_2600_2701_yes/2600.jpg,/media/SSD/BearHouse-Person-Data/train/2230_2600.jpg,2230_2600.jpg
159217,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_7_32//yes/person_20_200_301_yes/263.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_7_32//yes/person_20_200_301_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_7_32//yes/person_20_200_301_yes/263.jpg,/media/SSD/BearHouse-Person-Data/train/2231_263.jpg,2231_263.jpg
159255,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_1272_1310//yes/person_14_400_501_yes/417.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_1272_1310//yes/person_14_400_501_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168/IP-Camera18_Complex_Complex_20230620103242_20230620110757_5856706168_1272_1310//yes/person_14_400_501_yes/417.jpg,/media/SSD/BearHouse-Person-Data/train/2232_417.jpg,2232_417.jpg
159338,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1110_1146//yes/person_7_0_101_yes/10.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1110_1146//yes/person_7_0_101_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_1110_1146//yes/person_7_0_101_yes/10.jpg,/media/SSD/BearHouse-Person-Data/train/2233_10.jpg,2233_10.jpg
159435,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_528_560//yes/person_2_400_501_yes/400.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_528_560//yes/person_2_400_501_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_528_560//yes/person_2_400_501_yes/400.jpg,/media/SSD/BearHouse-Person-Data/train/2234_400.jpg,2234_400.jpg
159488,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_517_542//yes/person_13_300_401_yes/346.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_517_542//yes/person_13_300_401_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_517_542//yes/person_13_300_401_yes/346.jpg,/media/SSD/BearHouse-Person-Data/train/2235_346.jpg,2235_346.jpg
159543,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1424_1445//yes/person_8_200_301_yes/232.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1424_1445//yes/person_8_200_301_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_1424_1445//yes/person_8_200_301_yes/232.jpg,/media/SSD/BearHouse-Person-Data/train/2236_232.jpg,2236_232.jpg
159612,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_96_400_501_yes/456.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_96_400_501_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844/IP-Camera18_Complex_Complex_20230619124308_20230619131823_3958763844_257_292//yes/person_96_400_501_yes/456.jpg,/media/SSD/BearHouse-Person-Data/train/2237_456.jpg,2237_456.jpg
159644,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_818_850//yes/person_23_100_201_yes/122.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_818_850//yes/person_23_100_201_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_818_850//yes/person_23_100_201_yes/122.jpg,/media/SSD/BearHouse-Person-Data/train/2238_122.jpg,2238_122.jpg
159723,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_27_700_801_yes/739.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_27_700_801_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_27_700_801_yes/739.jpg,/media/SSD/BearHouse-Person-Data/train/2239_739.jpg,2239_739.jpg
159755,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1314_1338//yes/person_14_300_401_yes/354.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1314_1338//yes/person_14_300_401_yes/,Complax,Women,Student,,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_1314_1338//yes/person_14_300_401_yes/354.jpg,/media/SSD/BearHouse-Person-Data/train/2240_354.jpg,2240_354.jpg
159802,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_993_1018//yes/person_2_200_301_yes/200.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_993_1018//yes/person_2_200_301_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_993_1018//yes/person_2_200_301_yes/200.jpg,/media/SSD/BearHouse-Person-Data/train/2241_200.jpg,2241_200.jpg
159834,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_540_574//yes/person_7_600_701_yes/605.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_540_574//yes/person_7_600_701_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_540_574//yes/person_7_600_701_yes/605.jpg,/media/SSD/BearHouse-Person-Data/train/2242_605.jpg,2242_605.jpg
159881,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_34_600_701_yes/631.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_34_600_701_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_34_600_701_yes/631.jpg,/media/SSD/BearHouse-Person-Data/train/2243_631.jpg,2243_631.jpg
159914,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_907_942//yes/person_6_0_101_yes/0.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_907_942//yes/person_6_0_101_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241/IP-Camera18_Complex_Complex_20230620110757_20230620114310_5941562241_907_942//yes/person_6_0_101_yes/0.jpg,/media/SSD/BearHouse-Person-Data/train/2244_0.jpg,2244_0.jpg
159960,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_667_693//yes/person_12_200_301_yes/218.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_667_693//yes/person_12_200_301_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_667_693//yes/person_12_200_301_yes/218.jpg,/media/SSD/BearHouse-Person-Data/train/2245_218.jpg,2245_218.jpg
160042,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_0_32//yes/person_0_0_101_yes/0.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_0_32//yes/person_0_0_101_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332/IP-Camera18_Complex_Complex_20230620092212_20230620095726_5699004332_0_32//yes/person_0_0_101_yes/0.jpg,/media/SSD/BearHouse-Person-Data/train/2246_0.jpg,2246_0.jpg
160080,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080_305_454//yes/person_1_2900_3001_yes/2900.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080_305_454//yes/person_1_2900_3001_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080/IP-Camera18_Complex_Complex_20230619113237_20230619120753_3807210080_305_454//yes/person_1_2900_3001_yes/2900.jpg,/media/SSD/BearHouse-Person-Data/train/2247_2900.jpg,2247_2900.jpg
160132,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_25_400_501_yes/470.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_25_400_501_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_105_148//yes/person_25_400_501_yes/470.jpg,/media/SSD/BearHouse-Person-Data/train/2248_470.jpg,2248_470.jpg
160163,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_718_739//yes/person_1_100_201_yes/100.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_718_739//yes/person_1_100_201_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_718_739//yes/person_1_100_201_yes/100.jpg,/media/SSD/BearHouse-Person-Data/train/2249_100.jpg,2249_100.jpg
160197,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_930_955//yes/person_7_100_201_yes/100.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_930_955//yes/person_7_100_201_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_930_955//yes/person_7_100_201_yes/100.jpg,/media/SSD/BearHouse-Person-Data/train/2250_100.jpg,2250_100.jpg
160297,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_1627_1651//yes/person_5_300_401_yes/300.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_1627_1651//yes/person_5_300_401_yes/,Complax,Women,Student,Nat,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601/IP-Camera18_Complex_Complex_20230619120753_20230619124308_3894287601_1627_1651//yes/person_5_300_401_yes/300.jpg,/media/SSD/BearHouse-Person-Data/train/2251_300.jpg,2251_300.jpg
160397,/media/hdd/tan/code/Show-Images/static/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_403_429//yes/person_0_100_201_yes/100.jpg,1,Camera18,BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_403_429//yes/person_0_100_201_yes/,Complax,Women,Student,Yoke,,KKU,train,/media/SSD/BearHouse-Person/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840/IP-Camera18_Complex_Complex_20230620085959_20230620092212_6905565840_403_429//yes/person_0_100_201_yes/100.jpg,/media/SSD/BearHouse-Person-Data/train/2252_100.jpg,2252_100.jpg
